Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20251465585,20250002068,01/25/2025,01-January,7-Saturday,18:00,1800 Hours,District 1 (Central),DES MOINES,POLK,I-235,"RAMP I 235 W TO 19TH ST, N AND I 235 W",Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,"Interchange-related:  Mainline, between ramps",Paved,,Possible/Unknown,0,1,0,0,0,1,2000,2,3,Westbound (WB),POINT (-93.632677178306 41.596077298802)
20251465580,20250002065,01/25/2025,01-January,7-Saturday,18:20,1800 Hours,District 1 (Central),DES MOINES,POLK,US 69,US 69 N MEASURING 323 FEET NORTH FROM EAST PLEASANTVIEW DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Possible/Unknown,0,1,0,0,0,1,3500,3,3,Northbound (NB),POINT (-93.59679216238 41.557438818096)
20251465608,P25-01381,01/25/2025,01-January,7-Saturday,23:05,2300 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,77,8TH ST AND JEFFERSON ST,Collision with:  Parked motor vehicle,On Roadway,Rear to side,Improper Backing,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,2,Southbound (SB),POINT (-91.108425300243 40.811070541002)
20251465854,25-0035,01/25/2025,01-January,7-Saturday,13:20,1300 Hours,District 1 (Central),,WEBSTER,77,RACINE AVE & 200TH ST,Collision with fixed object:  Mailbox,Shoulder,Non-collision (single vehicle),Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,15500,1,2,Northbound (NB),POINT (-94.109283044196 42.500691573025)
20251465640,2025-1853,01/25/2025,01-January,7-Saturday,10:38,1000 Hours,District 6 (East Central),BETTENDORF,SCOTT,US 67,US 67 S,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Made improper turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,3,Eastbound (EB),POINT (-90.509441199392 41.526253841144)
20251465598,2025-000572,01/25/2025,01-January,7-Saturday,19:04,1900 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,US 20,DEVON DR AND US 20 W,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2750,2,5,Westbound (WB),POINT (-90.701390393084 42.491486859997)
20251465996,2501114,01/25/2025,01-January,7-Saturday,19:15,1900 Hours,District 5 (Southeast),WASHINGTON,WASHINGTON,IA-1,1320 W MADISON STREET,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,Northbound (NB),POINT (-91.714038613056 41.298565546892)
20251465554,25-000847,01/25/2025,01-January,7-Saturday,13:08,1300 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,77,IA 906 W AND FRANK ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,3,Northbound (NB),POINT (-95.840321766408 41.266913328096)
20251465731,25001080,01/25/2025,01-January,7-Saturday,12:43,1200 Hours,District 4 (Southwest),MALVERN,MILLS,77,MAIN ST,Collision with:  Struck/struck by object/cargo/person from other vehicle,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Vision obstructed,None Indicated,Visual obstruction,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6600,2,2,Northbound (NB),POINT (-95.585166444572 41.002087099964)
20251465540,25-000841,01/25/2025,01-January,7-Saturday,00:18,0000 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,I-29,48.9 I 29 S,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Major Injury,0,1,1,0,0,0,16500,1,1,Eastbound (EB),POINT (-95.844333441244 41.231743359908)
20251465671,FD25-0233,01/25/2025,01-January,7-Saturday,22:20,2200 Hours,District 1 (Central),FORT DODGE,WEBSTER,77,1000 BLK WILLIAMS DR,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),"Operating vehicle in an reckless, erratic, careless, negligent manner",Refused,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,2,0,2,0,0,9200,3,2,Northbound (NB),POINT (-94.187223695363 42.520065332173)
20251465722,25SC02188,01/25/2025,01-January,7-Saturday,16:14,1600 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,HAMILTON BLVD AND WEST 7TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,4,Eastbound (EB),POINT (-96.418571405723 42.503249303651)
20251466621,MC2500260,01/25/2025,01-January,7-Saturday,00:38,0000 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,3RD ST NW,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,1,Southbound (SB),POINT (-93.208096032963 43.154526964795)
20251465533,20250002002,01/25/2025,01-January,7-Saturday,00:44,0000 Hours,District 1 (Central),DES MOINES,POLK,77,FLEUR DR MEASURING 905 FEET SOUTH FROM BELL AVE,Collision with fixed object:  Landscape/shrubbery,On Roadway,Non-collision (single vehicle),Driver Distraction:  Unrestrained animal,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5300,1,1,Eastbound (EB),POINT (-93.645051380615 41.560231690448)
20251465549,25-000845,01/25/2025,01-January,7-Saturday,09:37,0900 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,77,3500 BLOCK OF RONALD RD,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Failed to keep in proper lane,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,1,Southbound (SB),POINT (-95.905956048849 41.21322648331)
20251465584,CG2500095,01/25/2025,01-January,7-Saturday,18:23,1800 Hours,District 2 (Northeast),ROCKWELL,CERRO GORDO,US 65,US 65 N,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,1500,1,3,Northbound (NB),POINT (-93.202054143127 42.977914073653)
20251466939,2025-0000112,01/25/2025,01-January,7-Saturday,02:31,0200 Hours,District 4 (Southwest),,DALLAS,IA-141,IA 141 W,Non-collision events:  Other non-collision (explain in narrative),Other (explain in narrative),Non-collision (single vehicle),Exceeded authorized speed,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Fatal,1,0,0,0,0,0,15000,1,1,Westbound (WB),POINT (-93.953722570675 41.835131994993)
20251469412,0,01/25/2025,01-January,7-Saturday,18:29,1800 Hours,District 5 (Southeast),KEOKUK,LEE,US 218,BOULEVARD RD/ MIDDLE RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,3500,2,3,Northbound (NB),POINT (-91.38961227547 40.401822007894)
20251465641,202500268,01/25/2025,01-January,7-Saturday,10:33,1000 Hours,District 6 (East Central),,LINN,77,IVANHOE RD,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Daylight,Wet,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5500,1,1,Southbound (SB),POINT (-91.479946276536 41.886665523646)
20251465839,SO-2500322,01/25/2025,01-January,7-Saturday,10:39,1000 Hours,District 5 (Southeast),,JEFFERSON,77,KELP AVE,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,Northbound (NB),POINT (-91.982552185001 41.028253282351)
20251465625,25005094,01/25/2025,01-January,7-Saturday,08:03,0800 Hours,District 1 (Central),MARSHALLTOWN,MARSHALL,77,EAST ANSON ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,25000,2,2,Southbound (SB),POINT (-92.899755927781 42.038268436284)
20251465737,25-001277,01/25/2025,01-January,7-Saturday,19:58,1900 Hours,District 5 (Southeast),,HENRY,US 34,US 34 E,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Southbound (SB),POINT (-91.403375319022 40.905844080603)
20251465687,S25-006662,01/25/2025,01-January,7-Saturday,17:10,1700 Hours,District 2 (Northeast),,BLACK HAWK,77,OSAGE RD,Miscellaneous events:  Fire/explosion,On Roadway,Non-collision (single vehicle),Unknown,None Indicated,None apparent,Dusk,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,50000,1,1,Southbound (SB),POINT (-92.237637901775 42.483477620391)
20251465590,25000756,01/25/2025,01-January,7-Saturday,14:45,1400 Hours,District 5 (Southeast),,APPANOOSE,IA-5,IA 5 N,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,22500,3,4,Northbound (NB),POINT (-92.83109806701 40.892352419677)
20251468870,2025-5508,01/25/2025,01-January,7-Saturday,15:34,1500 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,MAIN ST AND WEST 3RD ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Other (explain in narrative):  Other,Under Influence of Alcohol/Drugs/Medications,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,4,Southbound (SB),POINT (-90.575536992209 41.522425359975)
20251465558,25-0960,01/25/2025,01-January,7-Saturday,05:45,0500 Hours,District 2 (Northeast),,HANCOCK,US 18,US 18 E,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Crossed centerline (undivided),Refused,None apparent,Dark - unknown roadway lighting,Ice/frost,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,18000,1,1,Southbound (SB),POINT (-93.897422292481 43.097374892402)
20251465719,25SC02134,01/25/2025,01-January,7-Saturday,01:09,0100 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,WEST 19TH ST,Collision with fixed object:  Bridge/bridge rail parapet,On Roadway,Non-collision (single vehicle),Driver Distraction:  Other interior distraction,Alcohol (Statutory),None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,20000,1,1,Southbound (SB),POINT (-96.419005605518 42.510538950634)
20251465601,20250002081,01/25/2025,01-January,7-Saturday,22:23,2200 Hours,District 1 (Central),DES MOINES,POLK,77,1419 23RD ST,Collision with fixed object:  Utility pole/light support,Shoulder,Non-collision (single vehicle),Lost Control,Alcohol (Statutory),None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,15000,1,1,Northbound (NB),POINT (-93.648211927771 41.605268203206)
20251465600,20250002059,01/25/2025,01-January,7-Saturday,17:00,1700 Hours,District 1 (Central),DES MOINES,POLK,77,INDIANOLA AVE,Collision with fixed object:  Fence,On Roadway,Non-collision (single vehicle),Unknown,None Indicated,Unknown,Unknown,Unknown,Unknown,Unknown,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,0,1,5000,1,1,Northbound (NB),POINT (-93.590747250611 41.548111435115)
20251466838,202501109,01/26/2025,01-January,1-Sunday,01:06,0100 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,IA-922,700 BLK 1ST AVE E,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driver Distraction:  Inattentive/lost in thought,Alcohol (< Statutory),None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,3,Northbound (NB),POINT (-91.662602535158 41.982209724136)
20251465903,2025002127,01/26/2025,01-January,1-Sunday,07:18,0700 Hours,District 3 (Northwest),,PLYMOUTH,US 75,US 75 SB AT THE 106MM,Non-collision events:  Overturn/rollover,Shoulder,Non-collision (single vehicle),Driver Distraction:  Inattentive/lost in thought,Alcohol (Statutory),None apparent,Dawn,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5500,1,1,Eastbound (EB),POINT (-96.289819306716 42.635677948223)
20251465756,25-001235,01/26/2025,01-January,1-Sunday,00:13,0000 Hours,District 2 (Northeast),,FAYETTE,IA-150,IA 150 N,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,8000,1,3,Northbound (NB),POINT (-91.838788598894 43.068932889749)
20251465791,25-00055,01/26/2025,01-January,1-Sunday,10:15,1000 Hours,District 1 (Central),,POLK,US 6,7700 BLK HICKMAN RD,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,4,Southbound (SB),POINT (-93.726598871852 41.614725424524)
20251465651,25014161,01/26/2025,01-January,1-Sunday,15:07,1500 Hours,District 6 (East Central),TIFFIN,JOHNSON,77,STEPHENS ST,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,15000,2,4,Northbound (NB),POINT (-91.660261348559 41.705660625003)
20251465669,S25-00515,01/26/2025,01-January,1-Sunday,10:54,1000 Hours,District 5 (Southeast),,DES MOINES,US 61,60TH ST AND US 61 N,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,6000,1,1,Northbound (NB),POINT (-91.151491601263 40.767684253186)
20251465666,CLP25000196,01/26/2025,01-January,1-Sunday,04:56,0400 Hours,District 6 (East Central),CLINTON,CLINTON,77,1200BLK PERSHING BLVD,Collision with:  Parked motor vehicle,On Roadway,Head-on (front to front),Other (explain in narrative):  Other,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,10000,2,1,Northbound (NB),POINT (-90.186427801255 41.858033583953)
20251465764,2025002155,01/26/2025,01-January,1-Sunday,22:57,2200 Hours,District 5 (Southeast),,CLARKE,77,EASTBOUND NATURE ST AT 170TH AVE,Collision with fixed object:  Ditch,Roadside,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Dark - roadway not lighted,Gravel,Clear,None apparent,Intersection:  Y-intersection,Unpaved,,Property Damage Only,0,0,0,0,0,0,15000,1,1,Northbound (NB),POINT (-93.883723692271 41.084431171833)
20251465763,20250002126,01/26/2025,01-January,1-Sunday,12:45,1200 Hours,District 1 (Central),DES MOINES,POLK,US 6,MERLE HAY ROAD MEASURNG 140 FEET SOUTH OF HOLCOMB AVENUE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,2,Southbound (SB),POINT (-93.697760801564 41.61620111704)
20251465673,20250002150,01/26/2025,01-January,1-Sunday,18:20,1800 Hours,District 1 (Central),DES MOINES,POLK,77,LOWER BEAVER RD AND HILLCREST DR,Collision with:  Parked motor vehicle,Shoulder,"Sideswipe, same direction",Driver Distraction:  Exterior distraction,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,1,Northbound (NB),POINT (-93.66654295395 41.643137680022)
20251465964,2025-5775,01/26/2025,01-January,1-Sunday,16:53,1600 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,IA 461 N AND EAST 53RD ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,Refused,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,4,Southbound (SB),POINT (-90.569618847998 41.574519423988)
20251465860,25-522,01/26/2025,01-January,1-Sunday,23:16,2300 Hours,District 3 (Northwest),,IDA,IA-175,IA 175 E,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,15000,1,1,Southbound (SB),POINT (-95.332284493716 42.328061728181)
