Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2014777009,S14-000007,01/01/2014,01-January,4-Wednesday,15:15,1500 Hours,District 4 (Southwest),NEOLA,POTTAWATTAMIE,,FRONT ST & 3RD ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,9000,2,2,,POINT (-95.615836201217 41.448898453832)
2014777292,14-000049,01/01/2014,01-January,4-Wednesday,09:44,0900 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,I-29,I-29,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Interchange-related:  On-ramp,Paved,,Possible/Unknown,0,1,0,0,1,0,2500,1,1,,POINT (-95.884129230539 41.275036757754)
2014776942,001-14,01/01/2014,01-January,4-Wednesday,08:10,0800 Hours,District 4 (Southwest),,MADISON,US 169,US 169,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,,POINT (-94.041989247336 41.329235410953)
2014776928,2014000022,01/01/2014,01-January,4-Wednesday,09:44,0900 Hours,District 6 (East Central),IOWA CITY,JOHNSON,,E MARKET ST & N GILBERT ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1600,2,5,,POINT (-91.530115884551 41.663565745753)
2014777294,14-000112,01/01/2014,01-January,4-Wednesday,23:15,2300 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,I-80,I-80 & VALLEY VIEW DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Crossed centerline (undivided),None Indicated,,Dark - roadway lighted,Snow,Clear,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Possible/Unknown,0,1,0,0,1,0,51000,2,2,,POINT (-95.818569775918 41.244923265957)
2014776994,14-0008,01/01/2014,01-January,4-Wednesday,11:54,1100 Hours,District 1 (Central),WEST DES MOINES,POLK,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,14400,2,4,,POINT (-93.773772008987 41.530587195668)
2014778256,2014-65,01/01/2014,01-January,4-Wednesday,03:20,0300 Hours,District 6 (East Central),DAVENPORT,SCOTT,,W 4TH ST,Collision with fixed object:  Tree,On Roadway,Non-collision (single vehicle),Unknown,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,,POINT (-90.582422911216 41.523525063031)
2014777693,14-000069,01/01/2014,01-January,4-Wednesday,15:42,1500 Hours,District 5 (Southeast),MUSCATINE,MUSCATINE,,HERSHEY AVE & MAIN ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,3,,POINT (-91.058926970226 41.415371117079)
2014785012,201400002,01/01/2014,01-January,4-Wednesday,01:24,0100 Hours,District 6 (East Central),,LINN,,OLD RIVER RD,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,,Dark - roadway not lighted,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,10000,1,5,,POINT (-91.590269154542 41.955027349612)
2014777420,2014000047,01/01/2014,01-January,4-Wednesday,09:00,0900 Hours,District 1 (Central),ALTOONA,POLK,US 65,US 65/HUBBELL AVE,Collision with fixed object:  Ditch,Gore,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,,POINT (-93.474337518383 41.677967482639)
2014777412,2014000113,01/01/2014,01-January,4-Wednesday,12:30,1200 Hours,District 1 (Central),DES MOINES,POLK,I-35,I-35,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,2,,POINT (-93.666152701356 41.650714958656)
2014778481,S79140002,01/01/2014,01-January,4-Wednesday,23:00,2300 Hours,District 1 (Central),MONTEZUMA,POWESHIEK,US 63,US 63/FRONT ST & MAIN ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,,Dark - roadway lighted,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,3,,POINT (-92.527216411772 41.585397773109)
2014779109,2014000117,01/01/2014,01-January,4-Wednesday,13:00,1300 Hours,District 5 (Southeast),,WARREN,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6500,3,3,,POINT (-93.787062323172 41.19694709173)
2014777586,01-14-73,01/01/2014,01-January,4-Wednesday,12:45,1200 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,,GRANDVIEW AVE N,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Lost Control,None Indicated,,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,3,,POINT (-90.68629509492 42.491678229354)
2014778296,2014000138,01/01/2014,01-January,4-Wednesday,14:05,1400 Hours,District 6 (East Central),,SCOTT,I-80,I-80,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,8000,1,1,,POINT (-90.722083176428 41.603923590553)
2014780222,2014000041,01/01/2014,01-January,4-Wednesday,08:00,0800 Hours,District 4 (Southwest),CRESCENT,POTTAWATTAMIE,I-29,I-29,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3002,2,2,,POINT (-95.899577253749 41.384353288152)
2014776997,14-0011,01/01/2014,01-January,4-Wednesday,13:00,1300 Hours,District 1 (Central),WEST DES MOINES,POLK,I-35,I-35 & MILLS CIVIC PKWY,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Interchange-related:  Off-ramp,Paved,,Property Damage Only,0,0,0,0,0,0,17500,3,9,,POINT (-93.776643062252 41.559156955994)
2014783414,2014-200,01/01/2014,01-January,4-Wednesday,19:56,1900 Hours,District 6 (East Central),DAVENPORT,SCOTT,,HICKORY GROVE RD,Collision with fixed object:  Tree,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,3000,1,1,,POINT (-90.614875312424 41.548673581187)
2014777238,2014000023,01/01/2014,01-January,4-Wednesday,09:34,0900 Hours,District 6 (East Central),IOWA CITY,JOHNSON,,FERSON AVE & PARK RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,,POINT (-91.544521503446 41.671377904522)
2014777876,2014000124,01/01/2014,01-January,4-Wednesday,13:20,1300 Hours,District 6 (East Central),,JOHNSON,I-80,I-80,Collision with fixed object:  Other fixed object (explain in narrative),Roadside,Non-collision (single vehicle),Ran off road - left,None Indicated,,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,5,,POINT (-91.435377834167 41.668277383742)
2014777086,14-63,01/01/2014,01-January,4-Wednesday,00:30,0000 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,GARRETSON AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  Other,None Indicated,,Dark - roadway not lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,1,,POINT (-96.368764551771 42.472480517101)
2014776961,14-000007,01/01/2014,01-January,4-Wednesday,13:35,1300 Hours,District 1 (Central),ANKENY,POLK,I-35,I-35,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2100,1,1,,POINT (-93.577322145296 41.732853813132)
2014777234,2014000031,01/01/2014,01-January,4-Wednesday,14:21,1400 Hours,District 6 (East Central),IOWA CITY,JOHNSON,US 6,US 6/S RIVERSIDE DR & IA 1/W BURLINGTON ST & GRAND AVE,Collision with fixed object:  Guardrail - face,Shoulder,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,1,1,,POINT (-91.541903201135 41.658050599121)
2014776995,14-0009,01/01/2014,01-January,4-Wednesday,11:53,1100 Hours,District 1 (Central),WEST DES MOINES,POLK,I-235,I-235,Collision with fixed object:  Concrete traffic barrier (median or right side),Shoulder,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,,POINT (-93.744488791069 41.592300124477)
2014777955,212-2013,01/01/2014,01-January,4-Wednesday,04:30,0400 Hours,District 4 (Southwest),,HARRISON,I-29,I-29,Collision with fixed object:  Ditch,Shoulder,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Dark - roadway not lighted,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,2000,1,3,,POINT (-96.043010836819 41.700011569273)
2014778019,14-00059,01/01/2014,01-January,4-Wednesday,21:43,2100 Hours,District 6 (East Central),BETTENDORF,SCOTT,US 67,US 67/GRANT ST,Collision with fixed object:  Utility pole/light support,Roadside,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Dark - roadway lighted,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5500,1,1,,POINT (-90.497336058904 41.525954834769)
2014778295,2014000116,01/01/2014,01-January,4-Wednesday,12:41,1200 Hours,District 1 (Central),,POLK,I-35,I-35,Collision with fixed object:  Concrete traffic barrier (median or right side),Median,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,1,2,,POINT (-93.666428989226 41.650722363735)
2014777123,2014000110,01/01/2014,01-January,4-Wednesday,12:20,1200 Hours,District 1 (Central),,POLK,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,10400,2,3,,POINT (-93.665804270819 41.65069896327)
2014778547,2014-108,01/01/2014,01-January,4-Wednesday,09:45,0900 Hours,District 6 (East Central),DAVENPORT,SCOTT,,IA 461/HARRISON ST,Collision with fixed object:  Other fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Snow,Snow,Unknown,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,1,1,,POINT (-90.577490214515 41.537201026339)
2014776689,14-000019,01/01/2014,01-January,4-Wednesday,02:05,0200 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,,AVE G & N 28TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,Alcohol (Statutory),,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,16000,2,2,,POINT (-95.889112271613 41.268111947238)
2014780773,14000025,01/01/2014,01-January,4-Wednesday,11:51,1100 Hours,District 6 (East Central),MARION,LINN,US 151,US 151,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,Alcohol (Statutory),,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1550,2,2,,POINT (-91.550289349898 42.035595718664)
2014779097,2014000033,01/01/2014,01-January,4-Wednesday,07:00,0700 Hours,District 4 (Southwest),,DALLAS,I-80,I-80,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Dawn,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,,POINT (-94.164637381753 41.517844262995)
2014777318,2014-166,01/01/2014,01-January,4-Wednesday,16:08,1600 Hours,District 6 (East Central),DAVENPORT,SCOTT,,WAVERLY RD & N LINCOLN AVE,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,2,,POINT (-90.616070191295 41.526272330802)
2014777411,2014000015,01/01/2014,01-January,4-Wednesday,02:35,0200 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,IA 376,IA 376/LEWIS BLVD & 6TH ST & FAIRMOUNT ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,3,,POINT (-96.37837735376 42.496491430767)
2014777210,CL14000006,01/01/2014,01-January,4-Wednesday,16:00,1600 Hours,District 6 (East Central),CLINTON,CLINTON,,3RD AVE S,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,1,,POINT (-90.199281798159 41.843398471125)
2014776962,14-000008,01/01/2014,01-January,4-Wednesday,14:01,1400 Hours,District 1 (Central),ANKENY,POLK,,E 1ST ST & NE DELAWARE AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,7,,POINT (-93.581065011793 41.731880200447)
2014776966,20140000081,01/01/2014,01-January,4-Wednesday,19:25,1900 Hours,District 1 (Central),DES MOINES,POLK,,E SHERIDAN AVE,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Dark - roadway lighted,Snow,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,1,,POINT (-93.537820876685 41.618754004313)
2014777087,14-81,01/01/2014,01-January,4-Wednesday,12:43,1200 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,32ND ST & JENNINGS ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2700,2,2,,POINT (-96.399395123072 42.524827607478)
2014777580,01-14-180,01/01/2014,01-January,4-Wednesday,14:55,1400 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,US 61,US 61,Collision with fixed object:  Concrete traffic barrier (median or right side),On Roadway,Unknown,Driving too fast for conditions,None Indicated,,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,4,,POINT (-90.645397659349 42.515690212252)
2014781531,C14-0000006,01/01/2014,01-January,4-Wednesday,11:05,1100 Hours,District 2 (Northeast),MCGREGOR,CLAYTON,,W MAIN,Collision with:  Vehicle in traffic,Shoulder,"Sideswipe, opposite direction",Improper Backing,None Indicated,,Daylight,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3700,2,3,,POINT (-91.184108422263 43.018363407736)
2014812345,14-000019,01/01/2014,01-January,4-Wednesday,15:57,1500 Hours,District 5 (Southeast),COLUMBUS JUNCTION,LOUISA,,GAMBLE ST & COLTON ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Y-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,6,,POINT (-91.365269500425 41.271540858039)
